key,type,gbif_key,gbif_publisher_key,license,issued,confidence,completeness,origin,title,alias,description,version,geographic_scope,taxonomic_scope,url,logo,notes,settings,source_key,contact,creator,editor,publisher,contributor
1167,TAXONOMIC,,,,2018-06-01,5,99,EXTERNAL,Zoraptera Species File,SF Zoraptera,Zoraptera Species File contains taxonomic and other information on the zorapterans of the world.,"5.0, Jun 2018",,Zorapterans,http://zoraptera.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Zoraptera.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/167.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,M.D.,Maehr,,,,,,,,,)"",""(,H.,Hopkins,,,,,,,,,)""}",,,
1168,TAXONOMIC,,,,2018-06-01,5,99,EXTERNAL,Mantophasmatodea Species File,SF Mantophasmatodea,Mantophasmatodea Species File is a database and website with taxonomic and other information on gladiators or rock crawlers of the insect order Mantophasmatodea.,"5.0, Jun 2018",,Gladiators or rock crawlers,http://mantophasmatodea.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Mantophasmatodea.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/168.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,M.D.,Maehr,,,,,,,,,)"",""(,H.,Hopkins,,,,,,,,,)""}",,,
1169,TAXONOMIC,,,,2018-06-01,4,99,EXTERNAL,Chrysididae Species File,SF Chrysididae,"The Chrysididae Species File is a taxonomic database of the Chrysidid subfamilies Amiseginae and Loboscelidiinae. These understudied wasps are believed to be obligate egg-parasitoids of stick insects (see Phasmida Species File). The goal of this database is to provide a central point for information about these wasps, including their host relationships which are at present poorly understood. It is hoped that an up-to-date and centralised database will facilitate studies on these enigmatic insects, both by hymenopterists and phasmatologists.","5.0, Jun 2018",,Cuckoo wasps or emerald wasps,http://chrysididae.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Chrysididae.png,,"{""data format"": ""coldp"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""tdwg""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,E.,Baker,,,,,,,,,)""}",{},,
1170,TAXONOMIC,,,,2018-06-01,5,99,EXTERNAL,Grylloblattodea Species File,SF Grylloblattodea,Grylloblattodea Species File website and database contains taxonomic information on ice crawlers.,"5.0, Jun 2018",,Ice crawlers,http://grylloblattodea.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Grylloblattodea.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/170.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,H.,Hopkins,,,,,,,,,)"",""(,M.D.,Maehr,,,,,,,,,)""}",,,
1171,TAXONOMIC,,,,2016-01-11,5,100,EXTERNAL,On-line Systematic Catalog of Plant Bugs (Insecta: Heteroptera: Miridae),PBI Plant Bug,"The Planetary Biodiversity Inventory (PBI) for Plant Bugs provides a resource about the global plant bug subfamilies Orthotylinae and Phylinae (Insecta: Heteroptera: Miridae) to systematists, insect ecologists, conservation biologists, the general public, and students via the Internet. The database was made possible with the generous support from the National Science Foundation in 2003-2011.",Mar 2013,,Plant bugs,http://research.amnh.org/pbi/index.html,https://github.com/Sp2000/colplus-repo/raw/master/logos/PBI_Plant_Bug.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/171.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,,""Christine Johnson for Toby Schuh"",,,,,,,,,)","{""(,R.T.,Schuh,,,,,,,,,)""}",,,
1172,TAXONOMIC,,,CC_BY,2016-10-31,5,100,EXTERNAL,Nepticulidae and Opostegidae of the World,Nepticuloidea,"This database covers all global extant and fossil species of Nepticuloidea. It is based on the scratchpad Nepticuloidea.info, and the fixed publication Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR (2016). Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. <a href=""https://doi.org/10.3897/zookeys.628.9799"" target=""_blank"">doi: 10.3897/zookeys.628.9799, all published on October 31st, 2016. The database covers all current valid names, and all known synonyms, various combinations and synonymic infra-subspecific names. The publication also provides biogeographic regions, the full classification, including species groups, many notes and a taxonomic history and ""state of the art"". The scratchpad also contains details on types, country distribution, and a growing number of multimedia and descriptions. Excluded names and dubious names, not present in CoL can also be found in both other sources.",Oct 2016,,Pigmy moths & white eyecap moths,http://nepticuloidea.info,https://github.com/Sp2000/colplus-repo/raw/master/logos/Nepticuloidea.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/172.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,,,,,,,,,,,)",{},"{""(,E.J.,\""van Nieukerken\"",,,,,,,,,)""}",,
1173,TAXONOMIC,,,,2018-06-01,2,90,EXTERNAL,Lygaeoidea Species File,SF Lygaeoidea,"The Lygaeoidea Species File database contains taxonomic and other information about all the seed bugs of the world, both living and fossil. This online catalog is under continual development as more specimen data and other information are added.","5.0, Jun 2018",,Seed bugs,http://Lygaeoidea.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Lygaeoidea.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/173.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,P.M.,Dellapé,,,,,,,,,)"",""(,T.J.,Henry,,,,,,,,,)""}",,,
1174,TAXONOMIC,,,CC_BY,2018-02-16,4,0,EXTERNAL,The Paleobiology Database,PaleoBioDB,"The Paleobiology Database (PaleoBioDB) is a non-governmental, non-profit public resource for paleontological data. It has been organized and operated by a multi-disciplinary, multi-institutional, international group of paleobiological researchers. Its purpose is to provide global, collection-based occurrence and taxonomic data for organisms of all geological ages, as well data services to allow easy access to data for independent development of analytical tools, visualization software, and applications of all types. The Database’s broader goal is to encourage and enable data-driven collaborative efforts that address large-scale paleobiological questions.",Feb 2018,,"Trilobites, belemnites",https://paleobiodb.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/PaleoBioDB.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/174.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,,""Matthew Clapham <sec@paleobiodb.org>, Mark Uhen <muhen@gmu.edu>"",,,,,,,,,)","{""(,,\""Paleobiology Database contributors\"",,,,,,,,,)""}",{},,
1175,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World Ostracoda Database,WoRMS_Ostracoda,"The Recent or extant taxa from the World Ostracoda Database-World Register of Marine Species includes mostly marine species, and was data-mined from thousands of publications (see sources in WoRMS). Concerning the Recent non-marine  Ostracoda, very few of the 2,000 species and approximately 200 genera of are included in the present data, because they have already been compiled by Martens et al. (2007). Concerning the high level classification (i.e., down to family level), we follow different authors. The Recent Podocopa classification mostly follows Horne et al. (2002), with two exceptions. First, we include Platycopida within the subclass Platycopa, while Horne et al. (2002) place it within Podocopa. Second, we place the superfamily Puncioidea (which includes a few Recent species) directly in the subclass Palaeocopa, while Horne et al (2002) include it within Subclass Podocopa, order Palaeocopida and  Suborder Kirkbyocopina. The classification of Recent Myodocopa follows diverse classifications of Kornicker and collaborators (e.g. Kornicker et al., 2007).

Horne, D.J., Cohen, A.C. & Martens, K. (2002). Taxonomy, morphology and biology of Quaternary and living Ostracoda. In: J. Holmes and A. Chivas (Eds), The Ostracoda. Applications in Quaternary Research. Geophysical Monograph. American Geophysical Union, Washington, DC, pp. 5-35.

Kornicker, L.S., Iliffe, T.M. & Harrison-Nelson, E. (2007) Ostracoda (Myodocopa) from anchialine caves and ocean blue holes. Zootaxa 1565, 3-151.

Martens, K., Schön, I., Meisch, C. & Horne, D.J. (2008) Global diversity of ostracods (Ostracoda, Crustacea) in freshwater. Hydrobiologia 595, 185-193.",ver. (04/2021),Global,Ostracoda,http://www.marinespecies.org/ostracoda,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Ostracoda.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,S.N.,Brandão,,,,,,,,,)"",""(,I.,Karanovic,,,,,,,,,)""}",,,
1176,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Actiniaria,WoRMS_Actiniaria,"A compilation of publications concerning taxonomy, nomenclature, and geographic distribution of extant hexacorallians - members of cnidarian order Actiniaria (sea anemones in the strict sense)",ver. (05/2021),Global,Actiniaria,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Actiniaria.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,M.,Daly,,,,,,,,,)"",""(,D.,Fautin,,,,,,,,,)""}",,,
1177,TAXONOMIC,,,CC0,2017-06-12,5,100,EXTERNAL,The dinoflagellate genus Gymnodinium checklist,Gymnodinium,"This dynamic, working classification of the genus Gymnodinium contains all Gymnodinium names and organizes them into proper reconciliation groups. It was created for the purpose of automated names reconciliation by the Global Names Project. The classification originated in http://dx.doi.org/10.1371/journal.pone.0044015 and has been improved since publication. The current data set can be found at https://github.com/diatomsRcool/gymnodiniales. The data set itself can be cited as 10.5281/zenodo.437529",0.1,,,https://github.com/diatomsRcool/gymnodiniales,https://github.com/Sp2000/colplus-repo/raw/master/logos/Gymnodinium.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/177.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""distribution gazetteer"": ""text""}",,"(,,,,,,,,,,,)","{""(,A.,Thessen,,,,,,,,,)""}",{},,
1178,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Appendicularia,WoRMS_Appendicularia,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Appendicularia,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Appendicularia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,R.,Hopcroft,,,,,,,,,)""}",,,
1179,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Ceriantharia,WoRMS_Ceriantharia,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Ceriantharia,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Ceriantharia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,T.,Molodtsova,,,,,,,,,)""}",,,
1180,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,Phylum Ctenophora: list of all valid species names. Electronic internet document,WoRMS_Ctenophora,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Ctenophora,http://faculty.washington.edu/cemills/Ctenolist.html,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Ctenophora.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,,\""Mills, C.E. Internet\"",,,,,,,,,)""}",,,
1181,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Cubozoa,WoRMS_Cubozoa,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Cubozoa,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Cubozoa.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,A.G.,Collins,,,,,,,,,)"",""(,G.,Jarms,,,,,,,,,)""}",,,
1182,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Loricifera,WoRMS_Loricifera,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Loricifera,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Loricifera.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,R.,Kristensen,,,,,,,,,)""}",,,
1183,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,Pycnobase: World Pycnogonida Database,WoRMS_Pycnogonida,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Pycnogonida,http://www.marinespecies.org/pycnobase,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Pycnogonida.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,R.N.,Bamber,,,,,,,,,)"",""(,A.,\""El Nagar\"",,,,,,,,,)"",""(,\""C.P. (Eds)\"",Arango,,,,,,,,,)""}",,,
1184,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Staurozoa,WoRMS_Staurozoa,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Staurozoa,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Staurozoa.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,A.G.,Collins,,,,,,,,,)"",""(,G.,Jarms,,,,,,,,,)""}",,,
1185,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Thaliacea,WoRMS_Thaliacea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Thaliacea,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Thaliacea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,L.,Madin,,,,,,,,,)""}",,,
1186,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,Ascidiacea World Database,WoRMS_Ascidiacea,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Ascidiacea,http://www.marinespecies.org/ascidiacea,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Ascidiacea.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,N.,Shenkar,,,,,,,,,)"",""(,A.,Gittenberger,,,,,,,,,)"",""(,G.,Lambert,,,,,,,,,)"",""(,M.,Rius,,,,,,,,,)"",""(,,\""Moreira da Rocha, R.\"",,,,,,,,,)"",""(,B.J.,Swalla,,,,,,,,,)"",""(,X.,Turon,,,,,,,,,)""}",,,
1188,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Scyphozoa,WoRMS_Scyphozoa,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Scyphozoa,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Scyphozoa.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,\""A. G.\"",Collins,,,,,,,,,)"",""(,G.,Jarms,,,,,,,,,)"",""(,\""A. C.\"",Morandini,,,,,,,,,)""}",,,
1189,TAXONOMIC,,,,2017-11-18,4,90,EXTERNAL,World Auchenorrhyncha Database,3i Auchenorrhyncha,"This database has replaced 3i Cicadoidea, 3i Cicadellinae & 3i Typhlocybinae. It also contributes some extinct hemipteran groups in various superfamilies. The list of species was generated from the 3i database. The 3i Interactive Keys and Taxonomic Databases software was developed with the support from NSF Revisionary Systematics grants. It contains descriptive, distributional, host plant data, and literature references.",Nov 2017,,"Cicadas, leafhoppers & treehoppers",http://dmitriev.speciesfile.org/3i.asp,https://github.com/Sp2000/colplus-repo/raw/master/logos/3i_Auchenorrhyncha.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/189.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Dmitry,Dmitriev,,,,,,,,,)","{""(,D.,Dmitriev,,,,,,,,,)"",""(,A.,Sanborn,,,,,,,,,)"",""(,D.,Takiya,,,,,,,,,)""}",,,
1190,TAXONOMIC,,,CC_BY,2014-08-25,5,100,EXTERNAL,The World of Jewel Beetles,Jewel Beetles,"This Buprestoidea checklist was harvested by Dmitry Mozzherin from the original website The World of Jewel Beetles created by Chuck Bellamy (1951-2013). Data are published in the Catalogue of Life with kind permission of the website keepers Gino Nearns & Ted MacRae, at the Coleopterists Society (<a href=""http://coleopsoc.org/"">http://coleopsoc.org), and Pensoft, a publisher of comprehensive Bellamy’s monograph <a href=""https://ebooks.pensoft.net/author.php?auth=5803"">A World Catalogue and Bibliography of the Jewel Beetles (Coleoptera: Buprestoidea), 2008, Vol. 1-5. Pensoft Series Faunistica N 76-80, p. 1-3264.",Aug 2014,,Jewel beetles,http://coleopsoc.org/buprestidae/index.html,https://github.com/Sp2000/colplus-repo/raw/master/logos/Jewel_Beetles.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/190.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Gino,Nearns,,,,,,,,,)","{""(,\""C.L. (†)\"",Bellamy,,,,,,,,,)""}",{},,
1191,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World of Copepods Database,WoRMS_Copepoda,"This World Database of all species of Copepoda ever described, is part of the World Register of Marine Species (WoRMS), a global initiative to provide a register of all marine organisms.
Data have been contributed to the Catalogue of Life via WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Copepoda,http://www.marinespecies.org/copepoda,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Copepoda.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,T.C.,Walter,,,,,,,,,)"",""(,G.,Boxshall,,,,,,,,,)""}",,,
1192,TAXONOMIC,,,UNSPECIFIED,2018-06-01,4,99,EXTERNAL,Coleorrhyncha Species File,SF Coleorrhyncha,The Coleorrhyncha Species File website and database contains taxonomic data about moss bugs.,"5.0, Jun 2018",,Fossilised moss bugs,http://coleorrhyncha.speciesfile.org,https://github.com/Sp2000/colplus-repo/raw/master/logos/SF_Coleorrhyncha.png,,"{""data access"": ""https://raw.githubusercontent.com/Sp2000/colplus-repo/master/ACEF/192.tar.gz"", ""data format"": ""acef"", ""csv quote escape"": ""\\"", ""import frequency"": 1, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""text""}",,"(,Marilyn,Beckman,,,,,,,,,)","{""(,S.W.,Heads,,,,,,,,,)"",""(,M.D.,Maehr,,,,,,,,,)""}",,,
1193,TAXONOMIC,,,,2021-04-01,5,98,EXTERNAL,"World List of turbellarian worms: Acoelomorpha, Catenulida, Rhabditophora",WoRMS Turbellarians,An authoritative classification and catalogue of marine names,2019-03-05,,Biota,http://www.marinespecies.org/turbellarians/,https://github.com/Sp2000/colplus-repo/raw/master/logos/WoRMS_Turbellarians.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Turbellarians.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)",{},"{""(,,\""Tyler S. Artois T.\"",,,,,,,,,)"",""(,S.,Schilling,,,,,,,,,)"",""(,M.,Hooge,,,,,,,,,)"",""(,L.F.,Bush,,,,,,,,,)""}",,
1194,TAXONOMIC,,,CC_BY,2021-04-01,,,EXTERNAL,World List of Antipatharia,WoRMS_Antipatharia,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (04/2021),Global,Antipatharia,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Antipatharia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,T.,Molodtsova,,,,,,,,,)"",""(,D.,Opresko,,,,,,,,,)""}",,,
1195,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Corallimorpharia,WoRMS_Corallimorpharia,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Corallimorpharia,http://www.marinespecies.org,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Corallimorpharia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,\""D. G.\"",Fautin,,,,,,,,,)""}",,,
1196,TAXONOMIC,,,CC_BY,2021-05-01,,,EXTERNAL,World List of Scleractinia,WoRMS_Scleractinia,"This global marine species list is part of the World Register of Marine Species database, which aims to provide the most authoritative list of names of all marine species globally. Data have been contributed to the Catalogue of Life via the WoRMS, hosted by the Flanders Marine Institute (VLIZ).",ver. (05/2021),Global,Scleractinia,http://www.marinespecies.org/scleractinia,http://www.marinespecies.org/documents/WoRMS%20branding/WoRMS_logo_blue_negative.png,,"{""data access"": ""http://www.marinespecies.org/export/coldp/WoRMS_Scleractinia.zip"", ""data format"": ""coldp"", ""csv delimiter"": ""\t"", ""import frequency"": 7, ""rematch decisions"": true, ""nomenclatural code"": ""zoological"", ""distribution gazetteer"": ""mrgid""}",,"(,,,,,,,,,info@marinespecies.org,,)","{""(,\""B. W.\"",Hoeksema,,,,,,,,,)"",""(,S.,Cairns,,,,,,,,,)""}",,,
