id	wikidata	ipni	zoobank	formerIds	family	given	suffix	born	died	activeFrom	activeTo	groups	source
ipni:20046995-1		20046995-1			Yang	Qi Yi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047097-1		20047097-1			Pal	Aaratrik		1994				Angiosperms|Gymnosperms	ipni
ipni:20047098-1		20047098-1			Chuang	Wei Yu				2018	2018	Fungi	ipni
ipni:20047100-1		20047100-1			Palsson	Ruth L.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047102-1		20047102-1			Nurmi	Jaakko				2018	2018	Angiosperms|Gymnosperms	ipni
ipni:20047103-1		20047103-1			Raack	Jerry				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047104-1		20047104-1			Boutabia	Lamia				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047105-1		20047105-1			Webb	Aiden T.				2021		Angiosperms|Gymnosperms	ipni
ipni:20047106-1		20047106-1			Kaitongsuk	Saksan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047107-1		20047107-1			Xiong	B.H.				2019	2019	Angiosperms|Gymnosperms	ipni
ipni:20047108-1		20047108-1			Gromova	Nina		1929					ipni
ipni:20047109-1		20047109-1			Fowler	Rachael M.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047110-1		20047110-1			Hoppenrath	Mona				2012	2012	Algae	ipni
ipni:20047111-1		20047111-1			Leander	B.S.				2012	2012	Algae	ipni
ipni:20047112-1		20047112-1			Sparmann	S.F.				2012	2012	Algae	ipni
ipni:20047113-1		20047113-1			Zimmermann	Franz		1890	1959				ipni
ipni:20047114-1		20047114-1			Bentall	Ray		1917	2002				ipni
ipni:20047116-1		20047116-1			Drjagina	Lyubov' Leonidovna		1929					ipni
ipni:20047118-1		20047118-1			Kulkarni	Shaila		1942				Bryophytes	ipni
ipni:20047119-1		20047119-1			Melchers	Georg		1906	1997			Angiosperms|Gymnosperms	ipni
ipni:20047120-1		20047120-1			Yuan	Quan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047121-1		20047121-1			Li	Jian Ling				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047122-1		20047122-1			Valentim	Rodrigo				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047123-1		20047123-1			Ahmad	Roland Putra Pribadi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047125-1		20047125-1			Suguio	Kenitiro		1937	2021				ipni
ipni:20047126-1		20047126-1			Velitzelos	Evangelos		1941					ipni
ipni:20047127-1		20047127-1			Broili	Ferdinand		1874	1946				ipni
ipni:20047128-1		20047128-1			Germer	Richard		1903	1987				ipni
ipni:20047129-1		20047129-1			Rakotomalala	Nantenaina				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047130-1		20047130-1			Martinez-Ugarteche	Maira T.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047131-1		20047131-1			da Silva Costa	Daniel				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047132-1		20047132-1			Gamisch	Alexander				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047133-1		20047133-1			Xu	Yi Da				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047134-1		20047134-1			Broadfield	Craig				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047137-1		20047137-1			Haelterman	David				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047138-1		20047138-1			da Silva	Weliton José				2013	2013	Algae	ipni
ipni:20047139-1		20047139-1			Arunraj	Parappurakkal Thazhe				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047140-1		20047140-1			Raju	Reshma				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047141-1		20047141-1			Vishnuprasad	Chittam Parambath				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047142-1		20047142-1			Gloner	Prosper				1873	1873	Angiosperms|Gymnosperms	ipni
ipni:20047143-1		20047143-1			Chettri	Arun				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047144-1		20047144-1			Sherpa	Phurba Lhamu				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047146-1		20047146-1			Kodrul	Tatiana Mikhailovna		1950					ipni
ipni:20047147-1		20047147-1			Korallova	Valentina Vasilievna		1934	2006				ipni
ipni:20047148-1		20047148-1			Arbuzova	Olga Nikolaevna		1964					ipni
ipni:20047149-1		20047149-1			Kovar-Eder	Johanna		1957					ipni
ipni:20047151-1		20047151-1			Jackson	Stephen Thomas		1955					ipni
ipni:20047152-1		20047152-1			Weng	Cheng Yu		1965					ipni
ipni:20047154-1		20047154-1			Kovar	Johanna B.							ipni
ipni:20047158-1		20047158-1			Rai	Lalitkumar Rai				2014	2014	Angiosperms|Gymnosperms	ipni
ipni:20047159-1		20047159-1			Rai	Upakar				2016	2016	Angiosperms|Gymnosperms	ipni
ipni:20047160-1		20047160-1			Thapa	Nayan				2014	2014	Angiosperms|Gymnosperms	ipni
ipni:20047161-1		20047161-1			Baraily	Sulochana				2014	2014	Angiosperms|Gymnosperms	ipni
ipni:20047162-1		20047162-1			Costa	Tiago Souza				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047164-1		20047164-1			Doludenko	Maya Prokofievna		1931	2020				ipni
ipni:20047167-1		20047167-1			Clegg	Rosemary				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047168-1		20047168-1			Paranhos	Gabriel Merola				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047169-1		20047169-1			Fernandes	José Martins				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047170-1		20047170-1			Zhizhilashvili	K.M.				1986	1986	Angiosperms|Gymnosperms	ipni
ipni:20047171-1		20047171-1			Berishvili	T.T.				1986	1986	Angiosperms|Gymnosperms	ipni
ipni:20047174-1		20047174-1			Tripathi	Shailja				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047175-1		20047175-1			Begum	Ajima				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047176-1		20047176-1			Li	Xin Hui				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047183-1		20047183-1			Günal	Batikan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047185-1		20047185-1			Caldas	Diana K.D.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047186-1		20047186-1			Salas Roig	Ramón		1945				Algae	ipni
ipni:20047187-1		20047187-1			Paucar	Jenny Olga Arrea				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047188-1		20047188-1			Zborzewski	Wojciech (Wojtech)		1795	1860				ipni
ipni:20047189-1		20047189-1			Barbosa Rodrigues	João	f.	1872	1931			Angiosperms|Gymnosperms	ipni
ipni:20047190-1		20047190-1			Cinea	William				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047192-1		20047192-1			Li	Ren Kun				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047193-1		20047193-1			Agustika	Sela				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047194-1		20047194-1			Santiago	S.				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047196-1		20047196-1			Berger	Jens				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047197-1		20047197-1			Thomudtha	Adisak				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047199-1		20047199-1			Quintana Pozo	Damián				2020	2020	Pteridophytes|Angiosperms|Gymnosperms	ipni
ipni:20047200-1		20047200-1			Chandra	Satish		1990					ipni
ipni:20047201-1		20047201-1			Saidakovsky	Leonid Yakovlevich		1923					ipni
ipni:20047202-1		20047202-1			Lone	Fayaz Ahmad				2017	2017	Angiosperms|Gymnosperms	ipni
ipni:20047203-1		20047203-1			Barrett	Craig				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047204-1		20047204-1			Yanka	Hage				2017	2017	Angiosperms|Gymnosperms	ipni
ipni:20047205-1		20047205-1			Krendowsky	Mikhail Evgrafovich		1855					ipni
ipni:20047206-1		20047206-1			Endô	Seido		1889	1971				ipni
ipni:20047207-1		20047207-1			Rudolf	Hellmut		1933					ipni
ipni:20047208-1		20047208-1			Frankenhäuser	Herebert		1949					ipni
ipni:20047209-1		20047209-1			Lenz	Olaf Klaus		1969					ipni
ipni:20047210-1		20047210-1			Fechner	Glenn Gunnar		1955	2006				ipni
ipni:20047211-1		20047211-1			Mercado Muñoz	Fermín				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047212-1		20047212-1			Silveira	Denise				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047213-1		20047213-1			Becerra	A.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047214-1		20047214-1			Bhu	Indira				2019	2019	Angiosperms|Gymnosperms	ipni
ipni:20047215-1		20047215-1			Sharma	U.S.				2019	2019	Angiosperms|Gymnosperms	ipni
ipni:20047216-1		20047216-1			Bajpai	A.K.				2019	2019	Angiosperms|Gymnosperms	ipni
ipni:20047217-1		20047217-1			Hu	Wen-Qi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047218-1		20047218-1			Zhang	Qing-Hai				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047221-1		20047221-1			Seijo	Guillermo J.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047222-1		20047222-1			Chicalla-Rios	Kent J.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047223-1		20047223-1			Fabbroni	Mariela				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047224-1		20047224-1			Figueira	Maurício				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047226-1		20047226-1			Manandhar	R.				2012	2012	Angiosperms|Gymnosperms	ipni
ipni:20047227-1		20047227-1			Sarma	Nandita				2015	2015	Angiosperms|Gymnosperms	ipni
ipni:20047228-1		20047228-1			Brown	Thomas				1852	1852		ipni
ipni:20047229-1		20047229-1			Ghosh	Chandra				2016	2016	Angiosperms|Gymnosperms	ipni
ipni:20047232-1		20047232-1			Fábián	László				2015	2015	Angiosperms|Gymnosperms	ipni
ipni:20047233-1		20047233-1			Arellano-Martín	Irene				2020	2020		ipni
ipni:20047234-1		20047234-1			Dias	Kauê Nicolas Lindoso				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047235-1		20047235-1			Gonzaga	Diego Rafael				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047237-1		20047237-1			Jin	Yue				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047239-1		20047239-1			Liu	Xi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047240-1		20047240-1			Maschio	Angelo				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047241-1		20047241-1			Alemany Che	José Luis				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047242-1		20047242-1			Kloczko	Nikolai Andreevich				1991	1991	Angiosperms|Gymnosperms	ipni
ipni:20047243-1		20047243-1			Subedi	Sajan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047244-1		20047244-1			Rokaya	Maan B.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047245-1		20047245-1			Rai	K. Madhav				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047246-1		20047246-1			Malav	Pavan Kumar				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047248-1		20047248-1			Wang	Kai				2021	2021	Algae	ipni
ipni:20047249-1		20047249-1			Shen	Zhen				2021	2021	Algae	ipni
ipni:20047250-1		20047250-1			Zhao	Yuan Long				2021	2021		ipni
ipni:20047252-1		20047252-1			Rossi	Domenico 'Mimmo'				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047253-1		20047253-1			Waltje	Harry				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047254-1		20047254-1			Löffler	Huub				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047255-1		20047255-1			Bons	Ginus				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047256-1		20047256-1			de Ronde	Iris				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047257-1		20047257-1			Piña	Yommi Y.				2021	2021	Pteridophytes	ipni
ipni:20047258-1		20047258-1			Hacızade	Mirza		1897	1982			Angiosperms|Gymnosperms	ipni
ipni:20047259-1		20047259-1			Mo	Fu-Yan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047260-1		20047260-1			Liu	Wen Jian				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047261-1		20047261-1			Herrero	Luis						Angiosperms|Gymnosperms	ipni
ipni:20047262-1		20047262-1			Álvarez	Rafael				2014	2014		ipni
ipni:20047265-1		20047265-1			Yang	Shao Yong				2015	2015	Angiosperms|Gymnosperms	ipni
ipni:20047268-1		20047268-1			Cortauld	Sydney		1840	1899			Angiosperms|Gymnosperms	ipni
ipni:20047269-1		20047269-1			Yu	Yan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047270-1		20047270-1			Yang	Zong Zong				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047271-1		20047271-1			Dien	Dinh				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047272-1		20047272-1			Yamazaki	Kaito				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047273-1		20047273-1			Sánchez-González	Arturo				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047274-1		20047274-1			Gutiérrez-Lozano	Marisol				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047275-1		20047275-1			León-Peralta	Cekouat Elim				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047276-1		20047276-1			Valdez-Partida	Julio				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047277-1		20047277-1			Guo	Xin-Qiang				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047278-1		20047278-1			Mazo	Kean Roe F.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047279-1		20047279-1			Aribal	Lowell G.				2921	2921	Angiosperms|Gymnosperms	ipni
ipni:20047280-1		20047280-1			Parteka	Letícia Maria				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047281-1		20047281-1			Silvério	Adriano				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047282-1		20047282-1			Deshmukh	Pradip Vikram				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047283-1		20047283-1			Justo	Celeena Aimeree de Guzman				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047284-1		20047284-1			Villaseñor	Patricka Coliflores				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047285-1		20047285-1			Shi	Xi Zuo				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047286-1		20047286-1			Gu	Yu Feng				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047287-1		20047287-1			Wu	Po-Po				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047288-1		20047288-1			Wang	Zi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047289-1		20047289-1			Martinelli	Adriana Pinheiro				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047290-1		20047290-1			Crawford	Richard Ambrose		1981				Angiosperms|Gymnosperms	ipni
ipni:20047291-1		20047291-1			Arango-Gómez	Katherin				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047293-1		20047293-1			Alomía	Yasmin A.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047294-1		20047294-1			Cobra e Monteiro	Thiago				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047295-1		20047295-1			Chagas	Aline P.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047296-1		20047296-1			Alijanpoor	Behnaz				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047298-1		20047298-1			Donoso	Juan Javier		1987				Angiosperms|Gymnosperms	ipni
ipni:20047299-1		20047299-1			Tavares de Carvalho	Jordano D.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047301-1		20047301-1			Deininger	Emerich von		1844	1918				ipni
ipni:20047302-1		20047302-1			Buschan	Georg		1863	1942				ipni
ipni:20047303-1		20047303-1			Villar-Morales	Diego				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047304-1		20047304-1			Sneha					2021	2021	Pteridophytes	ipni
ipni:20047305-1		20047305-1			Homrani-Bakali	Abdelmonaim				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047307-1		20047307-1			Mora-Aguilar	Danny Leandro				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047308-1		20047308-1			Alegria-Valencia	Melisa				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047309-1		20047309-1			Blasco	Freddie A.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047310-1		20047310-1			Cortes	Junelito C.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047311-1		20047311-1			Liu	Xiu Qun				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047312-1		20047312-1			Ma	Zhi Yao				2017	2017	Angiosperms|Gymnosperms	ipni
ipni:20047313-1		20047313-1			Andreoli	Mauro				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047314-1		20047314-1			Mora Hernández	Luis Demetrio				2020	2020	Algae	ipni
ipni:20047315-1		20047315-1			Stancheva Hristova	Rosalina				2019	2019	Algae	ipni
ipni:20047317-1		20047317-1			Krasylenko	Yuliya				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047318-1		20047318-1			Juramurodov	Inom				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047319-1		20047319-1			Bhalekar	Paresh Pandharinath				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047320-1		20047320-1			Berkhout	Ron				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047321-1		20047321-1			Lopes	Isabel Tamires de França Viana				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047323-1		20047323-1			Aizawa	Mineaki				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047325-1		20047325-1			Prentice	Carol				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047326-1		20047326-1			Zhong	Cai Rong				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047328-1		20047328-1			Sadle	Jimi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047329-1		20047329-1			Yan	Qi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047330-1		20047330-1			Arango Toro	Octavia				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047331-1		20047331-1			Maisaia	Inesa				2017	2017	Angiosperms|Gymnosperms	ipni
ipni:20047332-1		20047332-1			Bedoshvili	David				2017	2017	Angiosperms|Gymnosperms	ipni
ipni:20047337-1		20047337-1			Wang	Zhi Jun				1997	1997	Angiosperms|Gymnosperms	ipni
ipni:20047344-1		20047344-1			Jiang	Li Sha				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047345-1		20047345-1			Zhang	Huan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047347-1		20047347-1			Heo	Tae-Im				2021	2021	Angiosperms|Gymnosperms|Fungi	ipni
ipni:20047348-1		20047348-1			Nam	Myoung-Ja				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047350-1		20047350-1			Shu	Jiang Ping				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047351-1		20047351-1			Ikeda	Jun				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047357-1		20047357-1			Krjukova	Antonina Gennadievna		1974				Angiosperms|Gymnosperms	ipni
ipni:20047358-1		20047358-1			Parmar	Gaurav				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047359-1		20047359-1			Wimmer	Clemens Alexander				2014	2014	Angiosperms|Gymnosperms	ipni
ipni:20047360-1		20047360-1			Zhang	Xi Xi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047361-1		20047361-1			Magelano	Marcela				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047362-1		20047362-1			Pagag	Kangkan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047364-1		20047364-1			Abid	Roohi				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047365-1		20047365-1			Takahashi	Kotaro T.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047366-1		20047366-1			Sakaguchi	Shota				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047367-1		20047367-1			Megarejo	Marcela				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047368-1		20047368-1			Torimaru	Yu				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047370-1		20047370-1			Windhausen	Anselm		1882	1932				ipni
ipni:20047371-1		20047371-1			Snigirevsky	Sergei Mikhailovich		1967					ipni
ipni:20047372-1		20047372-1			Windisch	Paul		1859					ipni
ipni:20047373-1		20047373-1			Schweitzer	Hans-Joachim		1928	2007			Fungi	ipni
ipni:20047374-1		20047374-1			Knouse	John Arthur		1953	2021			Angiosperms|Gymnosperms	ipni
ipni:20047375-1		20047375-1			Zhu	Meng Ru				2018	2018	Angiosperms|Gymnosperms	ipni
ipni:20047376-1		20047376-1			Liu	Rilin				2019	2019	Angiosperms|Gymnosperms	ipni
ipni:20047377-1		20047377-1			Pan	Cheng Chun				2017	2017	Angiosperms|Gymnosperms	ipni
ipni:20047378-1		20047378-1			Paixão-Souza	Bruno				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047379-1		20047379-1			Huang	Jian Ping				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047380-1		20047380-1			Black	Bertrand K.				2021	2021	Pteridophytes	ipni
ipni:20047381-1		20047381-1			Schulz	Wilhelm Hermann Eberhard		1931	2017				ipni
ipni:20047383-1		20047383-1			Cross	Sashalee J.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047385-1		20047385-1			Sakthidhasan	Perriasamy				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047386-1		20047386-1			Rajasekar	Chinnaiyan				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047387-1		20047387-1			Santiago	Duane Dominic B.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047388-1		20047388-1			Ravichandran	Arun Prasanth		1996				Angiosperms|Gymnosperms	ipni
ipni:20047389-1		20047389-1			Hidalgo-Mora	Jairo				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047393-1		20047393-1			Nagendra	Chennuru				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047394-1		20047394-1			Nagaraju	V.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047396-1		20047396-1			Majewska	Roksana		1984				Algae	ipni
ipni:20047397-1		20047397-1			Mayombo	Ntambwe Albert Serge		1981				Algae	ipni
ipni:20047398-1		20047398-1			Gundappa	B.V.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047399-1		20047399-1			Vishwanath	S.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047401-1		20047401-1			Maksimov	Igor' Leonidovich				1971	1971	Angiosperms|Gymnosperms	ipni
ipni:20047402-1		20047402-1			Hoffmeister	William Simon		1901	1980				ipni
ipni:20047404-1		20047404-1			Spengler	Helene				1919	1919	Angiosperms|Gymnosperms	ipni
ipni:20047405-1		20047405-1			Smit	Henk		1958					ipni
ipni:20047406-1		20047406-1			Hässler	Friedrich				1828	1828		ipni
ipni:20047407-1		20047407-1			Salimbahrami	Mona				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047410-1		20047410-1			Yan	Shu Heng		1997				Algae	ipni
ipni:20047413-1		20047413-1			Scrocchi	Gustavo J.				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047414-1		20047414-1			Belder	J.				1984	1984		ipni
ipni:20047416-1		20047416-1			Cabral	Fernando Santos				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047417-1		20047417-1			Freire de Sá Cordeiro	Wesley Patrício				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047418-1		20047418-1			Umali	Arthur Glenn A.						Angiosperms|Gymnosperms	ipni
ipni:20047420-1		20047420-1			Wang	Xu Lei		1987				Algae	ipni
ipni:20047421-1		20047421-1			Wang	Guang Ce		1964				Algae	ipni
ipni:20047422-1		20047422-1			Tabosa	Francisco Romário				2020	2020	Angiosperms|Gymnosperms	ipni
ipni:20047423-1		20047423-1			Zheng	Wei Lie				1998	1998	Angiosperms|Gymnosperms	ipni
ipni:20047424-1		20047424-1			Li	Man Ting				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047426-1		20047426-1			Caracas	Ramón				2015	2015	Angiosperms|Gymnosperms	ipni
ipni:20047428-1		20047428-1			Lei	Jia Jun				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047429-1		20047429-1			Shelton	Lindsay R.J.		1996				Angiosperms|Gymnosperms	ipni
ipni:20047430-1		20047430-1			Nazarova	Olga		1975				Angiosperms|Gymnosperms	ipni
ipni:20047432-1		20047432-1			Yinger	Barry				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047433-1		20047433-1			Faldermann	Franz		1799	1838			Angiosperms|Gymnosperms	ipni
ipni:20047434-1		20047434-1			Zhang	Zhe				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047435-1		20047435-1			Yao	Shi-Wei				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047437-1		20047437-1			Kojima	Roberta Keyla				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047440-1		20047440-1			Rodrigues-Vaz	Carlos				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047442-1		20047442-1			Wang	Jun				2019	2019		ipni
ipni:20047443-1		20047443-1			Li	Guo Dong				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047444-1		20047444-1			Appleton	S.				1888	1888	Angiosperms|Gymnosperms	ipni
ipni:20047445-1		20047445-1			Appleton	Andrea D.				2021	2021	Angiosperms|Gymnosperms	ipni
ipni:20047448-1		20047448-1			Cieslicka	Dorota				2021	2021	Angiosperms|Gymnosperms	ipni
